geometry,label_id,label_name,label,collection_date,created_at,end_date,id,start_date,updated_at,user_email,user_name,longitude,latitude,timeline,timeseries,pheno_metrics
POINT (-53.408833 -33.645992),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,14,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.408833,-33.645992,,"[4597, 7636, 8529, 8701, 8249, 8503, 6083, -9999, 2683, 5900, 7180, 3209, 8351, 8073, 6915, 6517, 6364, 3867, 3397, -9999, 3259, 2450, -9999]","[8232.4169921875, 85.5, 292.1875, 40000.5, 114993.0, 93167.0, 313145.0, 18700.0, -2701.0, 112.0, 4597.0, 1, 8701.0, 49, -9999.0, 113, -9999.0, 113]"
POINT (-53.418531 -33.647957),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,15,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.418531,-33.647957,,"[3624, 7376, 9248, 9523, 9081, 9279, 7458, -9999, 3455, 6232, 8169, 7127, 9054, 8488, 7889, 7170, 6699, 4496, 4037, -9999, 3845, 3374, -9999]","[9084.392578125, 122.89583587646484, 305.03125, 43778.0, 118770.5, 108814.5, 328792.5, 19522.0, -3187.5, 112.0, 3624.0, 1, 9523.0, 49, -9999.0, 113, -9999.0, 113]"
POINT (-53.422608 -33.645028),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,16,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.422608,-33.645028,,"[4526, 8301, 9327, 9662, 9093, 9208, 7746, -9999, 3161, 6671, 8249, -9999, 9195, 8542, 7599, 6755, 6368, 4691, 4285, -9999, 3975, 3196, -9999]","[8955.119140625, 107.0, 307.203125, 45601.0, 120593.5, 93290.5, 313268.5, 19661.0, -2736.5, 112.0, 4526.0, 1, 9662.0, 49, -9999.0, 113, -9999.0, 113]"
POINT (-53.424625 -33.647957),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,17,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.424625,-33.647957,,"[3452, 4802, 5542, 6280, 5355, 7246, 6685, -9999, 5173, 5702, 6597, 6514, 6507, 6397, 5590, 5166, 5022, 4906, 4563, -9999, 5045, 4049, -9999]","[6710.3330078125, 47.42499923706055, 538.90625, 27637.0, 102629.5, 83869.5, 303847.5, 17245.0, -3273.5, 112.0, 3452.0, 1, 7246.0, 81, -9999.0, 113, -9999.0, 113]"
POINT (-53.400593 -33.670783),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,18,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.400593,-33.670783,,"[7439, 8557, 8211, 6819, -9999, 2938, 3240, -9999, 3655, 3906, 3818, 4346, 4264, 4829, 3807, 3962, -9999, 2565, 2408, -9999, 2878, 3131, -9999]","[8191.0, 69.875, 386.5833435058594, 17307.5, 62303.0, 32058.0, 252036.0, 18556.0, -1280.0, 64.0, 7439.0, 1, 8557.0, 17, -9999.0, 65, -9999.0, 65]"
POINT (-53.402395 -33.669711),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,19,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.402395,-33.669711,,"[7481, 8177, 8567, 7332, 6353, 3998, 4254, -9999, 4265, 4479, 3915, 3974, 3482, 4309, 4057, 3723, 3457, 3853, 3346, -9999, 4127, 4290, -9999]","[8012.25, 33.9375, 58.01874923706055, 68701.0, 288679.0, 68701.0, 288679.0, 18566.0, -1259.0, 352.0, 7481.0, 1, 8567.0, 33, -9999.0, 113, -9999.0, 353]"
POINT (-53.449259 -33.572079),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,20,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.449259,-33.572079,,"[8286, 8544, 9282, 9543, 8628, 8919, 5710, -9999, 3732, 6214, 7445, -9999, 8495, 8213, 7583, 5616, 4599, 2640, 2429, -9999, 3755, 6781, 8276]","[8796.375, 26.1875, 305.34375, 44770.0, 119762.5, 96412.0, 316390.0, 19542.0, -856.5, 112.0, 8286.0, 1, 9543.0, 49, -9999.0, 113, -9999.0, 113]"
POINT (-53.437114 -33.578015),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,21,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.437114,-33.578015,,"[6366, 7540, 7770, 8410, 4965, 6946, 3297, -9999, 3865, 5857, 6596, -9999, 7099, 6889, 6303, 4200, -9999, 2368, 2191, -9999, 2435, -9999, 6166]","[7621.3330078125, 42.58333206176758, 88.50480651855469, 52923.0, 217906.5, 43002.0, 262980.0, 18409.0, -1816.5, 256.0, 6366.0, 1, 8410.0, 49, -9999.0, 113, -9999.0, 257]"
POINT (-53.441019 -33.58706),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,22,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.441019,-33.58706,,"[8313, 9099, 8779, 8059, 1241, 3234, 3541, -9999, 3321, -9999, 2811, -9999, 3383, 3665, 3518, 3537, -9999, 2627, 2433, -9999, 4159, 3507, 8056]","[8602.125, 49.125, 198.9375, 28110.5, 103103.0, 25103.5, 245081.5, 19098.0, -843.0, 112.0, 8313.0, 1, 9099.0, 17, -9999.0, 113, -9999.0, 113]"
POINT (-53.442307 -33.590456),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,23,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.442307,-33.590456,,"[5500, 6751, 7620, 7431, 6134, 7963, 6914, -9999, 6563, 5904, 6695, -9999, 6814, -9999, 6784, 6799, 6805, 5473, 2966, -9999, 3549, 4287, 5977]","[7179.1875, 30.787500381469727, 561.3125, 35564.0, 110556.5, 71194.5, 291172.5, 17962.0, -2249.5, 112.0, 5500.0, 1, 7963.0, 81, -9999.0, 113, -9999.0, 113]"
POINT (-53.44604 -33.593495),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,24,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.44604,-33.593495,,"[7100, 8002, 8357, 8071, 6192, 2710, 3335, 2798, 2991, 2780, 2711, -9999, 3652, 3674, 3630, 3629, 2596, 2598, 2477, -9999, 3633, -9999, 2935]","[8016.8330078125, 39.28125, 60.3815803527832, 47389.0, 262367.5, 48856.5, 268834.5, 18356.0, -1449.5, 336.0, 7100.0, 1, 8357.0, 33, -9999.0, 177, -9999.0, 337]"
POINT (-53.449302 -33.580875),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,25,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.449302,-33.580875,,"[5211, 8456, 8738, 8500, 8036, 7732, 5695, 3054, 3001, 2976, 2630, -9999, 2830, 3165, 3588, 3421, -9999, 3019, 2704, -9999, 3283, 2624, -9999]","[8424.25, 110.21875, 83.64732360839844, 54429.5, 219413.0, 51061.0, 271039.0, 18737.0, -2394.0, 256.0, 5211.0, 1, 8738.0, 33, -9999.0, 177, -9999.0, 257]"
POINT (-53.457026 -33.575834),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,26,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.457026,-33.575834,,"[7181, 7997, 8583, 8301, 5986, 6241, 4488, 2861, 2720, 3098, 2817, -9999, 3263, 3605, 4384, 3923, -9999, 3333, 2644, -9999, 3562, 3782, -9999]","[8181.1669921875, 43.8125, 82.95536041259766, 51859.5, 216843.0, 50182.0, 270160.0, 18582.0, -1409.0, 256.0, 7181.0, 1, 8583.0, 33, -9999.0, 177, -9999.0, 257]"
POINT (-53.461275 -33.571758),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,27,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.461275,-33.571758,,"[4601, 8624, 8770, 9115, 7768, 6864, 5920, 2561, 2598, 3188, 2950, 2770, 2774, 3057, 4239, 2697, -9999, -5171, -9999, -9999, -9999, -9999, 5596]","[8638.916015625, 94.04166412353516, 91.89423370361328, 66196.5, 231180.0, 23827.5, 243805.5, 19114.0, -2699.0, 256.0, 4601.0, 1, 9115.0, 49, -9999.0, 257, -9999.0, 257]"
POINT (-53.456683 -33.584593),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,28,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.456683,-33.584593,,"[8669, 9069, 9259, 9238, 8474, 8732, 6527, 5123, 3601, 5120, 6125, -9999, 7083, 6988, 6100, 5170, 4539, 2967, 2562, -9999, 4244, 5323, -9999]","[8962.375, 18.4375, 60.181251525878906, 95581.0, 315559.0, 95581.0, 315559.0, 19258.0, -665.0, 352.0, 8669.0, 1, 9259.0, 33, -9999.0, 177, -9999.0, 353]"
POINT (-53.464236 -33.58109),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,29,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.464236,-33.58109,,"[6106, 7155, 8485, 9095, 8922, 8992, 7425, 6628, 4713, 5743, 6904, 6191, 6262, 5883, 5494, 4350, 3652, 2758, 2006, -9999, 1865, 3084, 6952]","[8699.25, 62.27083206176758, 74.5859375, 103712.0, 298692.5, 112137.0, 332115.0, 19094.0, -1946.5, 304.0, 6106.0, 1, 9095.0, 49, -9999.0, 305, -9999.0, 305]"
POINT (-53.471489 -33.575583),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,30,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.471489,-33.575583,,"[9201, 9423, 9463, 9591, 6853, 9013, 6349, 2913, 2345, 3607, 6986, -9999, 8320, 7665, 7008, 5693, -9999, 3218, 3055, -9999, 3876, 6335, 8030]","[9079.0, 8.125, 94.18269348144531, 79831.5, 244815.0, 90331.5, 310309.5, 19590.0, -399.0, 256.0, 9201.0, 1, 9591.0, 49, -9999.0, 177, -9999.0, 257]"
POINT (-53.489127 -33.565571),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,31,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.489127,-33.565571,,"[8853, 9400, 9518, 9539, 8637, 7380, 5166, 2528, 2638, -9999, 3212, -9999, -9999, 4535, 3575, 3529, -9999, 2684, 2473, -9999, 3772, 3133, 2264]","[9207.75, 14.291666984558105, 152.640625, 42446.5, 157435.0, 37282.5, 257260.5, 19538.0, -573.0, 176.0, 8853.0, 1, 9539.0, 49, -9999.0, 145, -9999.0, 177]"
POINT (-53.498268 -33.565965),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,32,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.498268,-33.565965,,"[9259, 9609, 9550, 8928, 8067, 6720, 3380, 2348, 2524, -9999, 3125, -9999, 4057, 2955, 3342, 3469, 3584, 3119, 1905, -9999, 3357, 2898, 1991]","[9236.25, 21.875, 28.323530197143555, 61313.5, 246295.0, 58565.0, 278543.0, 19608.0, -370.0, 288.0, 9259.0, 1, 9609.0, 17, -9999.0, 145, 1905.0, 289]"
POINT (-53.49093 -33.569398),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,33,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.49093,-33.569398,,"[8921, 9360, 9397, 8881, 7701, 5954, 2695, 2329, 2479, 2519, 2704, -9999, 3522, 2901, 2939, 3217, 3856, 2856, 2189, -9999, 3052, 2913, 2869]","[8942.833984375, 14.875, 28.15625, 69960.5, 254942.0, 67361.0, 287339.0, 19396.0, -539.0, 288.0, 8921.0, 1, 9397.0, 33, -9999.0, 177, 2189.0, 289]"
POINT (-53.495135 -33.574082),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,34,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.495135,-33.574082,,"[9295, 9596, 9477, 8828, 6993, 5670, 2560, -9999, 2648, -9999, 3041, -9999, -9999, 3286, 3456, 3730, 3958, 2997, 2290, -9999, 3287, 3231, 2452]","[9372.916015625, 18.8125, 122.46875, 23463.5, 138452.0, 30926.5, 250904.5, 19595.0, -352.0, 176.0, 9295.0, 1, 9596.0, 17, -9999.0, 113, -9999.0, 177]"
POINT (-53.496466 -33.579373),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,35,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.496466,-33.579373,,"[6797, 8266, 8686, 8795, 8254, 7380, 6552, 3613, 4575, 5340, 5166, -9999, -9999, 6053, 5627, 5793, 6767, 3709, 3901, -9999, 5860, 5703, 5807]","[8362.666015625, 41.625, 146.828125, 60026.5, 175015.0, 86345.0, 306323.0, 18794.0, -1601.0, 176.0, 6797.0, 1, 8795.0, 49, -9999.0, 177, -9999.0, 177]"
POINT (-53.493934 -33.603218),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,36,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.493934,-33.603218,,"[7020, 6118, 5939, 6630, 1686, 6469, 6178, 3893, 6078, 6981, 7138, -9999, 7085, 7410, 6979, 6773, 6261, 5383, 4670, -9999, 5260, 5936, -9999]","[6656.1728515625, 8.357954978942871, 120.89583587646484, 81751.5, 286731.0, 91379.5, 311357.5, 17409.0, -9999.0, 320.0, 5939.0, 33, 7410.0, 209, -9999.0, 177, -9999.0, 353]"
POINT (-53.501401 -33.601002),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,37,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.501401,-33.601002,,"[4859, 5907, 6112, 5922, -9999, 6741, 7161, 5030, 7285, 8138, 7733, -9999, 7968, 7973, 7653, 7344, 6688, 5456, 4439, -9999, 4862, 5629, -9999]","[7486.83935546875, 226.71249389648438, 87.19711303710938, 65103.5, 250085.0, 85474.0, 305452.0, 18137.0, -9999.0, 288.0, -9999.0, 65, 8138.0, 145, -9999.0, 65, -9999.0, 353]"
POINT (-53.470416 -33.603003),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,38,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.470416,-33.603003,,"[9712, 9582, 9461, 8729, 7654, 6053, 2584, -9999, 1908, 3114, 2902, -9999, 3469, 4183, 4651, 4099, 3907, 2957, 2384, -9999, 3545, 3694, -9999]","[9541.5, nan, 175.99107360839844, 38920.0, 113912.5, 54735.5, 274713.5, 19711.0, -143.5, 113.0, nan, 0, 9712.0, 1, -9999.0, 113, -9999.0, 113]"
POINT (-53.464365 -33.599179),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,39,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.464365,-33.599179,,"[-9999, 9238, 9126, 8062, 6856, 5255, 2570, 2150, 2634, 3110, 2818, -9999, 3023, 3374, 4098, 3933, 3736, 2665, 2274, -9999, 3026, 3328, -9999]","[9023.333984375, 1202.3125, 57.25297546386719, 51279.0, 271257.0, 51279.0, 271257.0, 19237.0, -9999.0, 352.0, -9999.0, 1, 9238.0, 17, -9999.0, 1, -9999.0, 353]"
POINT (-53.467712 -33.596033),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,40,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.467712,-33.596033,,"[-9999, 7232, 7963, 8053, 7354, 6469, 3473, -9999, 2793, 3244, 2942, -9999, 3009, 3064, 3761, 3611, 3501, 3000, 2260, -9999, 2237, 2207, -9999]","[7520.6669921875, 376.0833435058594, 282.0625, 25545.5, 100538.0, 36177.0, 256155.0, 18052.0, -9999.0, 112.0, -9999.0, 1, 8053.0, 49, -9999.0, 1, -9999.0, 113]"
POINT (-53.470459 -33.599107),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,41,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.470459,-33.599107,,"[-9999, 9518, 9387, 8636, 7584, 5799, 1722, -9999, 2978, 3040, 3330, -9999, 2945, 3561, 3802, 2999, 3263, 2225, 2207, -9999, 3382, 3565, -9999]","[9349.166015625, 1219.8125, 121.98124694824219, 26996.5, 141985.0, 39947.0, 259925.0, 19517.0, -9999.0, 176.0, -9999.0, 1, 9518.0, 17, -9999.0, 1, -9999.0, 177]"
POINT (-53.47209 -33.59396),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,42,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.47209,-33.59396,,"[9070, 9414, 9397, 8680, 7626, 6326, 3108, -9999, 3250, 3688, 3294, -9999, 3228, 3403, 3800, 3666, 3857, 3200, 2119, -9999, 2324, 3210, -9999]","[9010.625, 21.5, 121.33125305175781, 39320.0, 154308.5, 53128.5, 273106.5, 19413.0, -464.5, 176.0, 9070.0, 1, 9414.0, 17, -9999.0, 113, -9999.0, 177]"
POINT (-53.477325 -33.586881),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,43,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.477325,-33.586881,,"[8602, 9351, 9406, 9534, 3180, 9105, 6852, 4260, 4377, 5523, 8564, 8996, 8871, 7793, 6455, -531, -9999, 3593, 3021, -9999, -9999, 7636, 8402]","[8917.9375, 19.41666603088379, 76.30078125, 92653.0, 287633.5, 94491.0, 314469.0, 19533.0, -698.5, 304.0, 8602.0, 1, 9534.0, 49, -9999.0, 257, -9999.0, 305]"
POINT (-53.479128 -33.595461),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,44,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.479128,-33.595461,,"[6093, 8968, 9405, 9628, 9336, 9040, 4821, -9999, 4795, 7197, 8245, 6028, 7473, 5296, 5537, 5127, 4691, 3255, 2598, -9999, 4228, 6053, -9999]","[9197.958984375, 73.64583587646484, 306.671875, 44245.5, 119238.0, 99770.0, 319748.0, 19627.0, -1953.0, 112.0, 6093.0, 1, 9628.0, 49, -9999.0, 113, -9999.0, 113]"
POINT (-53.493633 -33.586166),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,45,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.493633,-33.586166,,"[4776, 4495, 6629, 7965, 6746, 7950, 8797, -9999, 8896, 8910, 9232, -9999, 9307, 9412, 9497, 9119, 9143, 7240, 6255, -9999, 7502, 7694, 7098]","[8874.1806640625, 174.07142639160156, 50.65625, 67013.0, 187001.0, 120729.0, 340707.0, 19496.0, -9999.0, 176.0, -9999.0, 113, 9497.0, 225, -9999.0, 113, 6255.0, 289]"
POINT (-53.498783 -33.590385),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,46,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.498783,-33.590385,,"[4545, 4419, 6444, 7395, 5197, 7434, 8369, -9999, 8770, 8753, 8966, -9999, 9200, 9311, 9486, 9224, 9146, 7272, 5696, -9999, 7147, 7124, 6572]","[9132.3095703125, 173.9732208251953, 59.21875, 65826.0, 185814.0, 114914.5, 334892.5, 19485.0, -9999.0, 176.0, -9999.0, 113, 9486.0, 225, -9999.0, 113, 5696.0, 289]"
POINT (-53.490543 -33.594675),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,47,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.490543,-33.594675,,"[3227, 4935, 6867, 7850, 1357, 8461, 8851, -9999, 8997, 8922, 9355, -9999, 9216, 9368, 9543, 9344, 8988, 7742, 6259, -9999, 7784, 7960, 6926]","[8755.8056640625, 174.48214721679688, 51.3125, 67736.0, 187724.0, 116878.5, 336856.5, 19542.0, -9999.0, 176.0, -9999.0, 113, 9543.0, 225, -9999.0, 113, 6259.0, 289]"
